tenure,age,marital,income,ed,employ,retire,gender,reside,custcat,region
-1.0551249950656614,0.18450455890496673,1.0100505037878156,-0.12650640601433927,1.0877526044340933,-0.5941225969906069,-0.2220764357981978,-1.0345981706639542,-0.2306500363424438,-1.3279797936104893,2
-1.1488056303374061,-0.6918124307127499,1.0100505037878156,0.5464497249817767,1.9062270998698294,-0.5941225969906069,-0.2220764357981978,-1.0345981706639542,2.5566615810889015,1.3511993461551244,3
1.5210924749073196,0.8218260058996697,1.0100505037878156,0.3595174663717445,-1.3676708818731147,1.7875280340056454,-0.2220764357981978,0.9665588325545259,-0.2306500363424438,0.4581396328999199,3
-0.11831864234821379,-0.6918124307127499,-0.9900495037128094,-0.4162514068598892,-0.5491963864373787,-1.0902998117814928,-0.2220764357981978,0.9665588325545259,-0.9274779407002801,-1.3279797936104893,2
-0.5867218187069376,-0.9308079733357635,1.0100505037878156,-0.444291245651394,-1.3676708818731147,-0.8918289258651384,-0.2220764357981978,-1.0345981706639542,1.1630057723732288,0.4581396328999199,2
0.25640389873876523,-0.21382134546672266,-0.9900495037128094,0.0043461750126832805,-0.5491963864373787,0.4974672755493422,-0.2220764357981978,0.9665588325545259,-0.9274779407002801,0.4581396328999199,2
0.44376516928225473,-1.5681294203304665,1.0100505037878156,-0.5471039878869117,-0.5491963864373787,-0.693358039948784,-0.2220764357981978,0.9665588325545259,1.8598336767310653,-0.43492008035528473,3
0.11588294583114811,-0.5324820689640741,-0.9900495037128094,-0.01434705084831994,-0.5491963864373787,-0.09794538219972089,-0.2220764357981978,-1.0345981706639542,0.4661778680153925,1.3511993461551244,2
0.44376516928225473,1.3794822720200348,1.0100505037878156,0.826848112896825,1.0877526044340933,1.9859989199219998,-0.2220764357981978,-1.0345981706639542,1.8598336767310653,0.4581396328999199,3
1.5210924749073196,-0.054490983718046906,1.0100505037878156,-0.051733502570326384,-1.3676708818731147,1.0928799332984054,-0.2220764357981978,-1.0345981706639542,0.4661778680153925,-0.43492008035528473,1
-1.4298475361526404,-0.6918124307127499,-0.9900495037128094,0.44363698274625896,1.0877526044340933,-0.5941225969906069,-0.2220764357981978,0.9665588325545259,-0.9274779407002801,-1.3279797936104893,2
-1.3361669008808956,-0.5324820689640741,-0.9900495037128094,0.023039400873686503,-0.5491963864373787,0.39823183259116507,-0.2220764357981978,0.9665588325545259,-0.9274779407002801,0.4581396328999199,3
0.25640389873876523,-0.29348652634106054,1.0100505037878156,-0.37886495513788276,-0.5491963864373787,-0.1971808251578981,-0.2220764357981978,0.9665588325545259,0.4661778680153925,-1.3279797936104893,1
1.0058489809127233,0.9811563676483455,1.0100505037878156,0.3501708534412429,1.0877526044340933,1.1921153762565826,-0.2220764357981978,0.9665588325545259,0.4661778680153925,1.3511993461551244,2
-1.2424862656091509,0.34383492065364246,-0.9900495037128094,-0.4910243103039021,-1.3676708818731147,-0.2964162681160753,-0.2220764357981978,0.9665588325545259,-0.2306500363424438,-1.3279797936104893,2
-0.3056799128917033,-0.29348652634106054,1.0100505037878156,-0.02369366377882155,1.9062270998698294,-0.9910643688233156,-0.2220764357981978,-1.0345981706639542,1.1630057723732288,-0.43492008035528473,1
